time,temperature_2m_mean,temperature_2m_max,temperature_2m_min,relative_humidity_2m_mean,precipitation_sum,soil_moisture_0_to_10cm_mean
04/07/2004,26.2,29.2,23.9,81,0.29,0.4
05/07/2004,26.3,29.8,22.8,78,0,0.398
06/07/2004,26,29.9,22.6,85,7.15,0.404
07/07/2004,26.1,30.6,23.2,84,7,0.41
08/07/2004,25.7,31,22.6,85,2.71,0.417
09/07/2004,25.7,30,22.9,88,8.25,0.423
10/07/2004,25.7,31,22.9,86,4.82,0.422
11/07/2004,26,31.3,23.2,86,4.11,0.419
12/07/2004,26,30.1,23.2,83,0.85,0.41
13/07/2004,25.8,30.8,22.9,85,4.09,0.403
14/07/2004,26.4,30.8,23.3,80,0.28,0.393
15/07/2004,27.2,31.8,23.6,76,0.7,0.386
16/07/2004,26.6,32.2,23.5,82,5.18,0.391
17/07/2004,25.6,29.8,23.5,88,6.85,0.4
18/07/2004,25,27.8,23,91,11.44,0.414
19/07/2004,25.5,30.7,23.3,86,3.48,0.408
20/07/2004,25,28.9,23.1,88,3.2,0.404
21/07/2004,25.2,29.4,22.8,87,4.86,0.403
22/07/2004,25.2,29.2,23,86,3.18,0.401
23/07/2004,25.2,28.8,23.1,88,3.18,0.397
24/07/2004,24.9,27.7,23.3,91,11.72,0.412
25/07/2004,25.2,27.2,23.7,91,10.46,0.416
26/07/2004,25.2,26.7,23.5,92,9.48,0.42
27/07/2004,25.4,28.7,23.1,89,7.41,0.418
28/07/2004,25.2,29.4,23.1,89,6.3,0.418
29/07/2004,24.8,29.1,22.5,85,0.82,0.407
30/07/2004,24.7,27.5,23.1,88,4.91,0.409
31/07/2004,24.9,27.6,23.6,90,7.49,0.416
01/08/2004,25.1,26.9,23.6,92,22.56,0.425
02/08/2004,24.7,26.5,23.2,93,31.74,0.437
03/08/2004,23.3,23.7,22.6,93,6.23,0.435
04/08/2004,23.8,26.6,22.5,92,10.81,0.437
05/08/2004,24.2,26.5,22.8,92,21.31,0.444
06/08/2004,24.1,25.9,22.6,93,7.94,0.444
07/08/2004,25.2,28.8,23.2,87,9.68,0.443
08/08/2004,24.6,26.1,23.3,93,15.56,0.452
09/08/2004,24.6,26,23.3,93,18.08,0.457
10/08/2004,24.7,25.8,23.4,93,24.87,0.465
11/08/2004,24.9,26.5,23.5,92,16.95,0.468
12/08/2004,25,26.5,23.4,93,17.59,0.472
13/08/2004,25.1,28.4,23.3,89,6.78,0.47
14/08/2004,25.1,27.8,23.4,91,4.65,0.467
15/08/2004,25.3,28.5,23.7,90,3.45,0.466
16/08/2004,26.1,30.1,24,86,5.43,0.466
17/08/2004,24.6,25.5,23.5,94,13.08,0.474
18/08/2004,24.9,26,23.6,93,6.2,0.472
19/08/2004,25.2,27.4,23.9,93,14.48,0.476
20/08/2004,25.4,29.3,24,91,10.12,0.475
21/08/2004,26.4,31.7,23.7,84,4.46,0.47
22/08/2004,25.8,30.7,23.5,87,3.54,0.469
23/08/2004,25,26.9,23.5,93,12.82,0.473
24/08/2004,24.5,26,23.4,93,21.29,0.482
25/08/2004,24.5,28,23.1,92,9,0.481
26/08/2004,24.7,26,23.4,93,7.42,0.48
27/08/2004,24.6,26.5,23.3,93,6.37,0.48
28/08/2004,25.7,29.8,23.5,85,0.78,0.474
29/08/2004,25.4,30.2,23.8,90,10.36,0.478
30/08/2004,25.4,29.5,23.5,89,5.04,0.475
31/08/2004,25.3,28.7,23.4,88,1.55,0.472
01/09/2004,25.8,30.5,23.6,86,5.42,0.472
02/09/2004,25,28.1,23,92,10.56,0.475
03/09/2004,25.7,30.9,23.3,87,3.99,0.47
04/09/2004,26.1,30.3,22.9,82,1.03,0.466
05/09/2004,25,27,23.1,93,32.55,0.483
06/09/2004,24.8,26.6,23.2,93,14.46,0.484
07/09/2004,25.5,31.3,23.2,89,11.37,0.484
08/09/2004,25.7,30.1,23,85,2.04,0.477
09/09/2004,25.9,29.9,23,84,2.04,0.473
10/09/2004,25.5,30.3,22.8,90,10.55,0.476
11/09/2004,25.8,29,23.2,87,10.15,0.476
12/09/2004,25.4,28.8,23.4,90,7.72,0.475
13/09/2004,26,31.7,23.2,88,11.12,0.475
14/09/2004,26.6,32.9,22.9,81,3.91,0.47
15/09/2004,26.9,33.2,22.9,79,3.9,0.466
16/09/2004,26.6,33.3,20.8,76,0.38,0.46
17/09/2004,26.6,32.6,21.8,78,2.51,0.457
18/09/2004,25.2,30,22.1,91,17.65,0.464
19/09/2004,25.8,31.1,22.8,89,16.49,0.465
20/09/2004,26.2,32.9,22.8,86,8.97,0.465
21/09/2004,25.4,30.4,22.9,91,29.85,0.476
22/09/2004,25,28,22.1,93,21.47,0.482
23/09/2004,26.1,31.9,23.1,82,0,0.474
24/09/2004,25.9,31.4,23.5,89,23.35,0.482
25/09/2004,25.7,29.3,23.8,93,25.4,0.488
26/09/2004,26.9,32.8,23.6,82,8.36,0.484
27/09/2004,26.6,32.6,23.2,83,10.31,0.483
28/09/2004,26.7,32.7,22,74,0.12,0.477
29/09/2004,26.8,32.5,21.7,69,0,0.47
30/09/2004,26.5,32.5,21.2,73,0.12,0.463
01/10/2004,26.9,33.9,21.8,71,0.12,0.457
02/10/2004,27.2,34.8,22.4,74,1.94,0.453
03/10/2004,26.3,32.6,21.9,80,0.97,0.449
04/10/2004,26.5,32,22.5,81,5.3,0.448
05/10/2004,27.1,33.7,21.2,66,0.12,0.441
06/10/2004,27.5,33.5,22.3,63,0.24,0.436
07/10/2004,26.8,32.7,20.4,64,0,0.43
08/10/2004,27.2,33.6,20.6,58,0,0.425
09/10/2004,27.4,33.4,21.3,59,0,0.419
10/10/2004,27.1,32.9,21.7,59,0,0.412
11/10/2004,27.6,32.9,23.1,62,0,0.406
12/10/2004,27.6,32.7,23.3,63,0,0.399
13/10/2004,26.8,31.7,23.2,70,1.99,0.399
14/10/2004,27.2,32.1,22.7,64,0,0.396
15/10/2004,27.8,32.8,23.2,65,0,0.389
16/10/2004,27.8,32.1,24.3,64,0,0.383
17/10/2004,27.2,32.7,22.9,61,0,0.371
18/10/2004,26.4,30.7,22.5,64,0,0.361
19/10/2004,26.3,30.8,21.4,62,0,0.355
20/10/2004,26.4,32,20.7,59,0,0.351
21/10/2004,26.7,32.5,20.7,57,0,0.346
22/10/2004,28,32.9,23.6,54,0,0.344
23/10/2004,26.6,31.5,23.8,73,38.12,0.357
24/10/2004,24.5,25.8,22.7,94,10.22,0.4
25/10/2004,27.4,32.7,24,74,2.12,0.389
26/10/2004,25.4,29,23.8,91,6.01,0.396
27/10/2004,25.1,31.8,20.3,77,0.66,0.388
28/10/2004,26.3,31.5,22.3,67,0,0.38
29/10/2004,25.4,29.9,22.8,78,0.44,0.376
30/10/2004,25.8,31.8,22.7,84,8.07,0.384
31/10/2004,26.8,32.2,22.9,74,0.11,0.375
01/11/2004,26.8,31.5,23,72,0.11,0.366
02/11/2004,26.1,30.8,24.4,78,3.99,0.372
03/11/2004,26.3,28.6,23.4,71,0,0.366
04/11/2004,26.7,30.4,23.9,70,0,0.356
05/11/2004,26.8,30.8,23.7,70,0,0.345
06/11/2004,27.3,31.2,23.8,68,0,0.337
07/11/2004,26.4,30.4,23.4,72,0,0.331
08/11/2004,27.6,32.4,23.1,63,0,0.327
09/11/2004,27.4,32.3,22.4,61,0,0.324
10/11/2004,27.6,32.6,22.4,59,0,0.322
11/11/2004,27.5,32.5,22.4,59,0,0.319
12/11/2004,27.5,32.6,23.1,61,0,0.316
13/11/2004,26.7,31.9,21.7,59,0,0.314
14/11/2004,26.5,31.7,21.8,57,0,0.311
15/11/2004,26.4,30.9,22.7,59,0,0.309
16/11/2004,26.6,30.9,23.4,64,0,0.307
17/11/2004,26.9,30.8,23.2,64,0,0.306
18/11/2004,27.2,31.4,23.8,65,0,0.304
19/11/2004,27.8,31.9,24.2,64,0,0.302
20/11/2004,28,32.5,24.1,62,0,0.3
21/11/2004,27.6,32,23.3,63,0,0.298
22/11/2004,27.8,33,23,59,0,0.295
23/11/2004,26.2,28.5,22.8,69,13.19,0.301
24/11/2004,24.2,25.6,22.8,89,2.7,0.336
25/11/2004,23.3,23.3,22.7,88,3.35,0.335
26/11/2004,24.6,28.1,21.5,75,0,0.32
27/11/2004,25,28.6,22,69,0,0.304
28/11/2004,25.1,29.4,21.6,68,0,0.296
29/11/2004,25.7,30.8,21.6,62,0,0.293
30/11/2004,25.3,29.9,22,63,0,0.291
01/12/2004,25.1,30.1,20.7,62,0,0.289
02/12/2004,24.7,30.2,20.2,61,0,0.287
03/12/2004,25.5,30.8,21.3,61,0,0.285
04/12/2004,27.4,31.9,22.6,63,0,0.283
05/12/2004,26.7,31.4,23.2,60,0,0.282
06/12/2004,25.1,29.8,21.2,62,0,0.28
07/12/2004,24.5,29,20.7,60,0,0.278
08/12/2004,23.8,29.1,18.5,56,0,0.275
09/12/2004,23.3,29,18,52,0,0.274
10/12/2004,23.7,29.6,18.9,53,0,0.272
11/12/2004,24.2,29.7,19.8,56,0,0.27
12/12/2004,24.5,29.1,19.8,60,0,0.269
13/12/2004,25,29.7,20.8,60,0,0.267
14/12/2004,24.1,28.6,19.6,62,0,0.265
15/12/2004,24.5,29.7,20.3,56,0,0.263
16/12/2004,26.1,31,21.3,60,0,0.262
17/12/2004,26.3,29.7,23.4,64,0,0.261
18/12/2004,24.9,29.1,21.7,63,0,0.258
19/12/2004,24.2,28.9,20.2,62,0,0.256
20/12/2004,24.4,30,20.5,57,0,0.255
21/12/2004,24.1,29.5,20.6,56,0,0.253
22/12/2004,24.5,29,21,61,0,0.251
23/12/2004,24.7,29.9,20.4,58,0,0.25
24/12/2004,24.9,30.5,20.7,58,0,0.248
25/12/2004,25.3,30.6,20.6,56,0,0.246
26/12/2004,25.8,31.5,21,55,0,0.244
27/12/2004,26,32,21.2,51,0,0.243
28/12/2004,26.4,32.8,21.5,48,0,0.24
29/12/2004,26,32.1,20.3,50,0,0.238
30/12/2004,25.2,31,20.6,56,0,0.237
31/12/2004,24.9,30.6,20.8,60,0,0.235
01/01/2005,24.6,30,20.7,60,0,0.234
02/01/2005,23.6,28.3,20,59,0,0.234
03/01/2005,22.9,28.6,18.2,53,0,0.233
04/01/2005,23.9,29.5,18.8,54,0,0.233
05/01/2005,24.5,29.7,19.9,58,0,0.233
06/01/2005,23.9,29,19.7,55,0,0.233
07/01/2005,22.7,27.7,18.1,54,0,0.233
08/01/2005,24.2,30,18.7,55,0,0.233
09/01/2005,25.2,31.1,20.1,52,0,0.233
10/01/2005,25.5,31.9,18.9,49,0,0.232
11/01/2005,24.6,32.3,16.4,51,0,0.232
12/01/2005,24.5,32.6,16.5,50,0,0.231
13/01/2005,25.6,32.9,14.6,42,0,0.23
14/01/2005,25.8,33.2,16.6,38,0,0.229
15/01/2005,26.7,33.8,19.7,44,0,0.229
16/01/2005,25.7,32.3,20.2,51,0,0.229
17/01/2005,25.8,31.9,20.4,52,0,0.229
18/01/2005,26.1,32.5,20.6,52,0,0.229
19/01/2005,25.5,31.9,19.2,50,0,0.228
20/01/2005,25.4,32.3,19.5,39,0,0.227
21/01/2005,25.5,33.3,17.9,37,0,0.227
22/01/2005,26.7,34.3,19.5,46,0,0.226
23/01/2005,27.9,33.7,21.2,53,0,0.226
24/01/2005,27,32.4,21.8,56,0,0.227
25/01/2005,25.4,31.4,21.6,55,0,0.227
26/01/2005,25.2,31.5,21.2,55,0,0.227
27/01/2005,24.6,30.7,21.4,54,0,0.226
28/01/2005,23.8,29.7,20,59,0,0.227
29/01/2005,25.2,32.3,20.4,53,0,0.227
30/01/2005,26,32.9,20.7,57,0,0.227
31/01/2005,26.2,33.2,20.8,52,0,0.227
01/02/2005,24.2,30.6,19.6,53,0,0.226
02/02/2005,23.1,29.5,18.7,53,0,0.226
03/02/2005,24.6,31.8,19.1,52,0,0.227
04/02/2005,25.3,32.3,20,50,0,0.227
05/02/2005,26.2,33.3,20.9,53,0,0.228
06/02/2005,27.5,34.7,20.9,48,0,0.228
07/02/2005,27.8,35.6,21.3,43,0,0.228
08/02/2005,27.7,34.1,21.3,56,0.52,0.229
09/02/2005,27.9,33.8,22.3,57,0.45,0.231
10/02/2005,26.6,33.3,22,54,0,0.231
11/02/2005,26.5,33.9,20.8,51,0,0.23
12/02/2005,27,34.6,20.4,45,0,0.23
13/02/2005,28.5,36.5,20.8,42,0,0.231
14/02/2005,29.5,37,21.8,40,0,0.232
15/02/2005,29.8,37.4,22.9,43,0,0.233
16/02/2005,28.7,36.8,22.1,47,0,0.234
17/02/2005,28.3,35.5,21.8,49,0,0.235
18/02/2005,29,36.6,22.5,46,0,0.235
19/02/2005,29.4,36.7,22.4,46,0,0.236
20/02/2005,29.8,37.8,23.1,47,0,0.237
21/02/2005,29.8,37.8,22.7,48,0,0.238
22/02/2005,30.4,38,24.1,47,0,0.238
23/02/2005,29.2,36.6,23.7,52,0,0.239
24/02/2005,28.6,36.3,23.2,50,0,0.24
25/02/2005,28.4,35.6,23.3,49,0,0.241
26/02/2005,27.9,34.8,23.9,53,0,0.242
27/02/2005,27.6,34.2,23.3,52,0,0.243
28/02/2005,28,34.7,23.4,48,0,0.244
01/03/2005,29,36.6,24,53,0.06,0.245
02/03/2005,30.3,37.4,24.3,51,0.06,0.246
03/03/2005,30.9,38.3,24.4,47,0.06,0.247
04/03/2005,32,39.6,24.3,38,0,0.247
05/03/2005,31.4,39.4,23.4,43,0,0.248
06/03/2005,30.8,40,20.6,41,0,0.249
07/03/2005,30.5,39.1,19.2,31,0,0.25
08/03/2005,31.1,38.8,23.2,36,0,0.251
09/03/2005,31.4,39.8,21.4,35,0,0.251
10/03/2005,30.6,39.2,23,43,0,0.252
11/03/2005,30.5,38.9,20.3,37,0,0.253
12/03/2005,31.5,39,23.2,33,0,0.254
13/03/2005,31.3,38.6,25.3,44,0,0.255
14/03/2005,30.6,38.8,25.6,47,0,0.257
15/03/2005,31.4,37.6,25.5,44,0,0.258
16/03/2005,28.3,36.1,24.5,66,4.47,0.282
17/03/2005,26.8,34.1,23.4,70,3.15,0.294
18/03/2005,26,33.2,23.2,73,4.72,0.299
19/03/2005,25.9,33.6,22.4,78,2.17,0.294
20/03/2005,26.3,33.1,22.3,81,4.63,0.299
21/03/2005,27.5,36.6,21.4,65,0.48,0.286
22/03/2005,29.8,37.2,23.7,47,0,0.27
23/03/2005,29.9,36.1,24.6,50,0.41,0.269
24/03/2005,31.1,37.9,25.1,44,0.07,0.269
25/03/2005,31.1,36.8,24.4,46,0.35,0.27
26/03/2005,32.5,39.5,24.7,40,0.14,0.27
27/03/2005,32.6,40.4,26.5,44,0.21,0.271
28/03/2005,30.8,38.5,25.5,62,5.56,0.289
29/03/2005,27.4,33,25.5,83,10.02,0.32
30/03/2005,26.4,32,24.4,85,6.23,0.324
31/03/2005,26.3,31.8,24.4,85,6.82,0.329
01/04/2005,25.8,26.5,25.1,90,7.33,0.334
02/04/2005,26.1,27.3,25.1,90,9.92,0.341
03/04/2005,26.6,28.8,24.9,85,6.8,0.335
04/04/2005,27.5,32.6,22.8,66,1.15,0.336
05/04/2005,26.5,31.2,21.9,60,0,0.313
06/04/2005,28.6,34.8,23,50,0,0.304
07/04/2005,29.2,35.7,23.7,51,0,0.303
08/04/2005,30.1,35.8,24.5,60,1.45,0.304
09/04/2005,27,31.8,22.7,83,10.81,0.335
10/04/2005,28.3,35.3,22.2,61,0,0.328
11/04/2005,29.6,35.6,23.7,51,0,0.309
12/04/2005,31,37.4,24.4,44,0.07,0.304
13/04/2005,29.2,33.2,25.9,68,0.73,0.305
14/04/2005,27.5,32.5,25.3,82,6.96,0.335
15/04/2005,27.1,29.8,25,84,2.64,0.342
16/04/2005,27.7,32.5,25,83,10.06,0.35
17/04/2005,26.8,31.7,22.9,85,11.62,0.363
18/04/2005,27.7,34.5,22.3,73,2.28,0.351
19/04/2005,27.7,34.4,22.4,68,0.52,0.34
20/04/2005,27.8,35.2,21.4,68,0.44,0.324
21/04/2005,29.7,36.4,23,54,0.07,0.318
22/04/2005,27.9,35.2,25,77,12.3,0.351
23/04/2005,26.7,29.1,25,87,21.14,0.379
24/04/2005,26.6,30.6,25,86,17.83,0.392
25/04/2005,26.7,32.3,23.2,75,5.28,0.388
26/04/2005,28.6,34.1,23.5,61,0.07,0.366
27/04/2005,27.8,34,23.7,78,4.7,0.369
28/04/2005,28.5,35.1,24.9,75,5.75,0.384
29/04/2005,28.2,34.4,25,77,3.36,0.385
30/04/2005,28.4,33.2,24.8,77,7.55,0.39
01/05/2005,28.8,34,24.9,74,6.96,0.392
02/05/2005,28.3,34.8,24.5,75,3.22,0.395
03/05/2005,28.3,34.9,25,80,10.04,0.404
04/05/2005,27.7,31.6,25.4,84,18.12,0.417
05/05/2005,27.5,31.2,25.5,83,1.78,0.408
06/05/2005,27.5,31.9,25.8,84,3.61,0.407
07/05/2005,27.6,31.9,25.9,83,2.54,0.407
08/05/2005,28.3,32.8,26,79,1.69,0.399
09/05/2005,27.3,29.8,25.5,83,3.91,0.405
10/05/2005,27.3,31.1,23.7,76,0.08,0.397
11/05/2005,27.3,31.8,24.8,83,4.59,0.405
12/05/2005,27.5,31.8,25.3,84,7.93,0.415
13/05/2005,27.5,33.5,24.6,83,10.16,0.419
14/05/2005,27.1,31.7,24.5,84,9.16,0.425
15/05/2005,26.9,31.6,24.7,86,9.18,0.427
16/05/2005,26.3,29.3,24.4,87,9.56,0.431
17/05/2005,27.5,31.1,24.7,77,0.63,0.418
18/05/2005,27.5,32.3,24.5,77,0.18,0.408
19/05/2005,26.8,30.5,24.7,83,4.67,0.416
20/05/2005,27.8,31.9,24.9,77,0.28,0.414
21/05/2005,27.8,31.7,24.5,76,0.09,0.403
22/05/2005,28,32.2,24.4,74,0.09,0.393
23/05/2005,27.8,33,25,79,2.2,0.392
24/05/2005,27.2,31.4,25,85,4.46,0.399
25/05/2005,27.7,32.4,25.1,81,1.47,0.399
26/05/2005,27.6,32.3,24.6,78,0.4,0.393
27/05/2005,28.5,33.1,25,70,0.1,0.387
28/05/2005,29.3,34.1,25.2,67,0.1,0.385
29/05/2005,27.4,31.6,24.9,83,3.38,0.388
30/05/2005,27.2,31.8,24.6,82,3.21,0.394
31/05/2005,26.4,29.8,24.6,87,4.71,0.403
01/06/2005,27.2,30.6,25,82,1.8,0.402
02/06/2005,27.3,31.1,24.8,81,1.07,0.395
03/06/2005,27.6,32.8,25.1,81,2.48,0.388
04/06/2005,27,30,24.7,82,3.06,0.388
05/06/2005,27.6,31.6,24.6,79,2.76,0.385
06/06/2005,28,32.4,25,78,3.23,0.384
07/06/2005,27.2,31.2,24.8,83,3.38,0.386
08/06/2005,27,30.7,24.9,81,0.46,0.386
09/06/2005,28,32,24.7,76,1.49,0.381
10/06/2005,27.3,30.7,24.6,81,3.6,0.382
11/06/2005,26.7,30.6,24.6,83,1.99,0.383
12/06/2005,26.5,29.7,24.2,88,11.49,0.406
13/06/2005,26,27.4,24.8,91,10.53,0.422
14/06/2005,25.5,26.4,24.1,92,14.27,0.431
15/06/2005,25.3,28.5,23.9,90,4.76,0.425
16/06/2005,25.4,27.9,23.7,85,1.97,0.419
17/06/2005,25.7,29.2,23,83,1.87,0.414
18/06/2005,26.9,31.3,24.3,81,0.63,0.407
19/06/2005,25.8,29,23.9,89,5.72,0.415
20/06/2005,25.9,28.8,24,89,4.1,0.421
21/06/2005,25.4,28.2,23.4,91,16.32,0.435
22/06/2005,25.8,30.5,23.1,89,21.45,0.443
23/06/2005,25.5,30.8,22.2,88,12.81,0.444
24/06/2005,26.3,31.2,22.3,78,0,0.431
25/06/2005,26.1,31.1,22.9,84,5.92,0.431
26/06/2005,26.5,31.6,23.6,83,15.63,0.444
27/06/2005,26.5,31.9,23.5,85,21.13,0.456
28/06/2005,26.1,30.4,23.8,90,31.71,0.468
29/06/2005,25.4,30,22.7,90,8.53,0.468
30/06/2005,26.3,32.2,23.5,87,6.63,0.465
01/07/2005,25.7,30.9,23.2,87,10.4,0.468
02/07/2005,25.8,30.5,23.7,88,6.33,0.466
03/07/2005,25.5,29.3,23.3,91,12.25,0.472
04/07/2005,26,30.1,23.6,88,7.76,0.469
05/07/2005,25.3,29.5,22.8,90,6.46,0.469
06/07/2005,24.9,27.6,23.1,91,7.3,0.471
07/07/2005,26.2,31,23.5,84,4.57,0.467
08/07/2005,25.7,28.9,23.3,89,5.99,0.47
09/07/2005,26.1,30.1,23.5,89,9.25,0.471
10/07/2005,26.1,31.6,23.2,88,15.04,0.473
11/07/2005,25.8,30.7,23,87,3.68,0.467
12/07/2005,27.1,31.7,23.8,81,2.4,0.46
13/07/2005,26.7,30.4,24.3,83,0.42,0.455
14/07/2005,26.6,30.5,24.5,88,8.59,0.46
15/07/2005,26.3,29.8,24.4,88,4.92,0.461
16/07/2005,25.8,27.9,24.4,92,14.86,0.47
17/07/2005,25.6,27.9,23.5,89,3.5,0.464
18/07/2005,26,31.1,22.4,82,0.14,0.455
19/07/2005,26.2,30.4,23.6,81,0.28,0.449
20/07/2005,26.5,32,23.4,82,2.78,0.447
21/07/2005,26.1,30.6,23,87,4.03,0.45
22/07/2005,26.1,29.5,23.6,89,7.34,0.455
23/07/2005,26.3,31.5,23.7,88,13.69,0.461
24/07/2005,26.1,31.4,23.7,89,9.52,0.46
25/07/2005,26.2,30.8,23.5,88,9.5,0.46
26/07/2005,26.1,29.9,23.6,89,10.04,0.461
27/07/2005,26.4,30.5,23.4,85,2.33,0.453
28/07/2005,25.8,31.3,22.9,88,9.04,0.457
29/07/2005,25.4,28.4,23.8,89,5.88,0.457
30/07/2005,26.1,30.9,23.8,85,3.82,0.454
31/07/2005,24.7,26.2,23.6,92,7.76,0.459
01/08/2005,24.6,26.1,23.3,92,8.7,0.46
02/08/2005,24.5,26.4,23.1,93,5.83,0.457
03/08/2005,25.1,29.1,23.5,90,5.01,0.454
04/08/2005,25.1,28.9,23.4,92,7.57,0.457
05/08/2005,25.4,29.1,23.5,87,3.51,0.454
06/08/2005,24.8,25.7,23.9,94,36.1,0.468
07/08/2005,24.7,26.1,23.8,94,35.5,0.491
08/08/2005,24.8,25.6,23.7,94,22.95,0.496
09/08/2005,25.1,26.6,23.9,94,38.59,0.506
10/08/2005,24.8,25.9,23.7,93,12.44,0.51
11/08/2005,24.7,26.1,23.1,93,7.74,0.509
12/08/2005,25.7,30.6,23.6,89,6.4,0.505
13/08/2005,25.2,28,23.1,92,8.65,0.504
14/08/2005,25.4,30.1,23.6,90,9.96,0.505
15/08/2005,25.2,28.6,23.6,91,12.33,0.505
16/08/2005,25.2,27.8,23.9,92,10.33,0.508
17/08/2005,25.2,29.2,23.6,90,6.48,0.504
18/08/2005,26,31.7,23.4,86,4.35,0.501
19/08/2005,25.6,31.1,23.6,90,6.06,0.498
20/08/2005,25.9,30.8,23.5,88,8.28,0.498
21/08/2005,25.9,30.5,23.5,86,3.28,0.494
22/08/2005,26.2,30.7,23.7,85,2.49,0.491
23/08/2005,25.5,28.4,23.7,91,8.77,0.493
24/08/2005,25.2,28.4,23.8,92,15.42,0.497
25/08/2005,25,26.7,23.3,93,16.7,0.503
26/08/2005,25.2,29.4,22.9,92,11.2,0.502
27/08/2005,25.8,30.2,23.9,90,8.84,0.502
28/08/2005,25.8,29.3,23.8,89,8.31,0.501
29/08/2005,25.7,30.7,24.1,91,19.7,0.505
30/08/2005,25.2,27.1,23.3,93,19.54,0.512
31/08/2005,26,29.9,24,91,17.05,0.513
01/09/2005,25.8,29.3,23.8,88,3.87,0.51
02/09/2005,25.3,28.1,23.9,92,5.15,0.506
03/09/2005,24.8,26.1,24,94,10.29,0.507
04/09/2005,25.4,27.5,23.8,92,7.58,0.505
05/09/2005,26,29.4,24.4,88,5.51,0.502
06/09/2005,25.5,27.6,24.2,93,17.28,0.505
07/09/2005,25.7,28.5,24.2,90,26.96,0.511
08/09/2005,25.2,26.1,24.1,94,46.69,0.523
09/09/2005,24.4,25.8,23.1,92,35.53,0.541
10/09/2005,25.4,28.9,23.8,90,7.37,0.533
11/09/2005,25.5,29.8,24.4,91,10.15,0.529
12/09/2005,25.8,29.5,24.3,89,13.17,0.527
13/09/2005,25,26.6,23.4,93,26.3,0.53
14/09/2005,24.2,25.6,23.2,94,4.67,0.525
15/09/2005,23.1,23.8,21.9,94,8.69,0.522
16/09/2005,24.3,25.4,23,92,10.81,0.519
17/09/2005,25.8,30.2,23.4,82,0.63,0.512
18/09/2005,24.9,26.5,23.5,90,1.75,0.507
19/09/2005,25.6,28.8,23.9,88,1.75,0.502
20/09/2005,25.3,28.3,24.1,93,9.35,0.501
21/09/2005,25.4,26.7,24.2,91,7.22,0.5
22/09/2005,25.7,26.7,24.3,92,7.95,0.498
23/09/2005,25.3,27.4,23.9,93,15.36,0.501
24/09/2005,25,25.8,23.7,94,8.9,0.498
25/09/2005,25.4,30.6,23.5,91,9.87,0.498
26/09/2005,25.3,27.7,23.4,93,13.91,0.499
27/09/2005,25.6,30.1,23.5,90,6.51,0.495
28/09/2005,25.4,29.6,23.5,90,12.25,0.494
29/09/2005,25.5,28.1,23.4,89,8.19,0.493
30/09/2005,25.3,26.6,23.4,93,17.43,0.495
01/10/2005,27,33.3,23.1,77,1.34,0.489
02/10/2005,25.9,32.9,21.8,85,10.06,0.488
03/10/2005,26,31.6,22.1,82,1.93,0.484
04/10/2005,26.5,33.6,22.3,78,2.53,0.478
05/10/2005,26.4,31.8,22.8,83,10.22,0.478
06/10/2005,25.9,31.7,22.8,88,16.07,0.481
07/10/2005,27.3,33.7,22.8,74,0.36,0.476
08/10/2005,26.5,32.6,22.5,80,2.26,0.471
09/10/2005,25.8,31.9,22.8,81,4.63,0.469
10/10/2005,25.7,31.7,22.8,87,16.7,0.472
11/10/2005,25.7,32.1,22.5,85,9.92,0.471
12/10/2005,27.2,33.3,22.4,72,0.12,0.466
13/10/2005,27.3,33,22.8,70,0,0.46
14/10/2005,27.5,32.8,23.1,68,0,0.456
15/10/2005,25.9,32,23.3,83,5.94,0.454
16/10/2005,25.3,28.3,23.6,81,0.23,0.451
17/10/2005,25.1,27.7,23.5,92,17.58,0.457
18/10/2005,26.4,30.5,23.4,76,0,0.451
19/10/2005,26.6,29.9,22.8,71,0,0.447
20/10/2005,26.6,29.9,23.3,71,0,0.443
21/10/2005,25.4,28.1,21.4,74,0.57,0.44
22/10/2005,24.8,30.5,19.8,70,11.79,0.437
23/10/2005,20.3,19.7,20,95,42.22,0.463
24/10/2005,22.5,23.8,21.3,90,33.16,0.469
25/10/2005,22.5,21.1,22.3,95,22.49,0.484
26/10/2005,24.6,30.1,22.7,88,5.46,0.478
27/10/2005,25.7,29.9,23.1,79,2.33,0.47
28/10/2005,25.4,29.5,23.1,78,0,0.463
29/10/2005,26.2,29.7,23.7,81,0,0.457
30/10/2005,27.7,32.4,24.3,73,0,0.451
31/10/2005,27.4,31.9,23.8,74,0,0.446
01/11/2005,25.6,31,21.2,70,0,0.44
02/11/2005,26.1,30.9,22.4,73,0,0.435
03/11/2005,26.3,30.7,23,72,0,0.431
04/11/2005,25.7,29.8,22,72,0,0.426
05/11/2005,25.3,30.6,21.3,68,0,0.423
06/11/2005,26.3,31,22.5,73,0,0.419
07/11/2005,26,30.2,22.7,75,0,0.416
08/11/2005,26,30.9,21.9,72,0,0.411
09/11/2005,26.1,31.1,22.1,72,0,0.409
10/11/2005,26.2,31.5,21.7,70,0,0.405
11/11/2005,26.2,31.3,22.5,73,0,0.402
12/11/2005,25.2,28.9,24,88,7.13,0.406
13/11/2005,25.6,30.5,23.7,84,5.51,0.406
14/11/2005,23.7,25.1,22.7,89,18.15,0.41
15/11/2005,22.6,25.7,22.2,92,18.26,0.422
16/11/2005,21.2,24.8,20.3,91,4.32,0.425
17/11/2005,24.1,28.8,21.1,73,0,0.418
