time,temperature_2m_mean,temperature_2m_max,temperature_2m_min,relative_humidity_2m_mean,precipitation_sum,soil_moisture_0_to_10cm_mean
01/01/2000,27.1,32.7,22.6,70,0,0.362
02/01/2000,26.1,31.7,21.2,71,0.22,0.36
03/01/2000,25.4,31.1,21.5,67,0,0.357
04/01/2000,24.2,29.1,20.1,69,0,0.355
05/01/2000,23.7,29.2,19.6,66,0,0.351
06/01/2000,22.8,27.8,19.3,69,0,0.35
07/01/2000,22.9,27.1,19.6,65,0,0.348
08/01/2000,23.4,28.1,19.9,63,0,0.344
09/01/2000,24.3,27.9,20.5,70,0,0.345
10/01/2000,24.3,29,20.9,65,0,0.342
11/01/2000,22.6,26.8,19.1,64,0,0.337
12/01/2000,21.1,26.3,16.4,64,0,0.334
13/01/2000,20.7,26.7,16.5,60,0,0.33
14/01/2000,22.3,27.9,17,65,0,0.327
15/01/2000,23.1,28.4,18.9,67,0,0.324
16/01/2000,23.2,27.8,19.6,69,0,0.322
17/01/2000,22.3,26.6,18.4,70,0,0.321
18/01/2000,21.1,26.7,16.4,61,0,0.317
19/01/2000,22.5,28,17,64,0,0.313
20/01/2000,23.5,28.3,19.3,64,0,0.311
21/01/2000,24.7,29.5,20.3,62,0,0.309
22/01/2000,25.3,30.4,21.3,65,0,0.309
23/01/2000,25.9,31.6,20.8,61,0,0.308
24/01/2000,25.2,31.4,20,59,0,0.307
25/01/2000,24.4,30.7,18.7,57,0,0.305
26/01/2000,24.2,30.6,18.4,53,0,0.304
27/01/2000,24.6,32.5,15.8,55,0,0.304
28/01/2000,25.1,33.2,17.7,56,0,0.303
29/01/2000,26.8,33.8,20.8,61,0,0.303
30/01/2000,28.6,33.7,23.3,63,0.07,0.303
31/01/2000,26.1,31.1,23.3,81,2.23,0.309
01/02/2000,25.5,29,22.8,87,5.31,0.329
02/02/2000,25.9,31.6,21.7,66,0,0.328
03/02/2000,24.7,29.6,21.2,67,0,0.312
04/02/2000,25.9,31.5,21.2,61,0,0.304
05/02/2000,26.4,32.2,21.1,57,0,0.303
06/02/2000,25,30.4,20.8,58,0,0.302
07/02/2000,23.6,29,19.4,59,0,0.302
08/02/2000,23.8,29.4,19.5,56,0,0.302
09/02/2000,24,29.6,19.9,55,0,0.301
10/02/2000,24.1,29.7,19.5,56,0,0.301
11/02/2000,24.6,30.6,19.6,53,0,0.301
12/02/2000,24.7,30.6,20.1,52,0,0.3
13/02/2000,23.9,29.6,19.9,55,0,0.3
14/02/2000,23.4,28.7,19.4,57,0,0.3
15/02/2000,23.1,28.1,19.5,60,0,0.299
16/02/2000,22.6,28,18.3,57,0,0.299
17/02/2000,23,28.7,18.3,51,0,0.299
18/02/2000,24,29.8,18.9,56,0,0.299
19/02/2000,24.2,29.6,19.7,55,0,0.298
20/02/2000,24.1,29.9,18.9,50,0,0.298
21/02/2000,25.7,31,19.7,52,0,0.298
22/02/2000,27.7,32.9,22,49,0,0.297
23/02/2000,26.2,34,19.8,47,0,0.296
24/02/2000,29.1,34.8,23.3,50,0,0.296
25/02/2000,29.1,33.9,25,58,0,0.295
26/02/2000,29.3,33.8,25,56,0.06,0.295
27/02/2000,26.8,32.8,18.9,65,0.94,0.296
28/02/2000,25.9,34.3,17.7,43,0,0.294
29/02/2000,29.2,34.8,21.1,46,0,0.293
01/03/2000,28.9,33.1,24.5,60,0.17,0.294
02/03/2000,29.1,33.8,24.7,64,0.52,0.294
03/03/2000,28.5,34.9,18.3,46,0,0.292
04/03/2000,28.4,35.1,21.5,45,0,0.291
05/03/2000,27.7,33.8,21.5,41,0,0.291
06/03/2000,28,34.7,22,43,0,0.29
07/03/2000,27.7,34.4,22.4,47,0,0.289
08/03/2000,26.8,32.3,22.3,51,0,0.289
09/03/2000,26.5,32.2,22.1,51,0,0.288
10/03/2000,26.8,32.6,22.3,53,0,0.288
11/03/2000,27.4,33.1,21.9,50,0,0.287
12/03/2000,28.7,35.3,22.8,46,0,0.286
13/03/2000,29.5,35.3,21.7,53,0,0.286
14/03/2000,30,35.7,25,59,0.2,0.286
15/03/2000,28.6,31.2,25.6,70,0.99,0.288
16/03/2000,29.7,35.6,25.2,66,0.87,0.287
17/03/2000,29.7,34.3,24.9,62,0.34,0.286
18/03/2000,29.5,35.3,25.1,57,0.14,0.285
19/03/2000,28.7,32.9,25,60,0.07,0.285
20/03/2000,29.6,34.8,24.3,53,0,0.285
21/03/2000,30.2,36.4,24.5,46,0,0.284
22/03/2000,29.8,35.1,24.7,54,0,0.284
23/03/2000,30.4,37.3,23.2,48,0,0.283
24/03/2000,28.2,33.6,23.7,66,0.62,0.284
25/03/2000,28.7,35.2,23.9,65,0.35,0.284
26/03/2000,29.1,34.9,25.1,68,1.96,0.289
27/03/2000,27.9,33.9,23.9,74,0.98,0.294
28/03/2000,26.7,32.2,21.8,79,3.03,0.294
29/03/2000,29.3,35.5,23.2,53,0,0.289
30/03/2000,30.5,37,21.7,43,0,0.282
31/03/2000,30.3,38.2,23.5,50,0.57,0.282
01/04/2000,29.1,35.4,23.1,65,3.28,0.291
02/04/2000,28.2,34.6,23.1,69,2.93,0.308
03/04/2000,27.4,32.5,23.7,81,3.72,0.319
04/04/2000,27,28.7,25.7,88,3.52,0.324
05/04/2000,26.5,30.9,24.1,87,8.35,0.33
06/04/2000,26.3,31.1,24.7,87,7.86,0.335
07/04/2000,27.1,31.6,23.8,82,8.02,0.337
08/04/2000,27.4,32.8,23,73,0.07,0.328
09/04/2000,29.1,34.2,24.5,58,0,0.309
10/04/2000,28.5,33.5,24.6,63,0,0.302
11/04/2000,29.5,34.3,24.6,58,0,0.301
12/04/2000,28.1,33.9,25.5,77,13.87,0.335
13/04/2000,27,30.4,24.9,84,4.83,0.351
14/04/2000,27.1,30.1,24.6,83,3.3,0.349
15/04/2000,28,33.4,23.1,72,0.07,0.335
16/04/2000,27.5,31.2,25.5,81,2.94,0.329
17/04/2000,27.4,31,25.3,82,3.61,0.342
18/04/2000,26.4,29.6,24.2,87,6.71,0.356
19/04/2000,27.2,31.4,24.2,81,4.8,0.357
20/04/2000,27,31.3,24,85,8.8,0.365
21/04/2000,27.4,32.5,25.1,82,10.29,0.371
22/04/2000,26.9,29.8,25.4,87,13.86,0.384
23/04/2000,26.3,29.5,23.6,85,6.98,0.384
24/04/2000,28.2,33.3,23.5,71,0.15,0.365
25/04/2000,28.5,32.5,25.3,72,3.2,0.359
26/04/2000,27,28.8,25.3,87,16.76,0.394
27/04/2000,27.3,30.7,25.3,85,12.16,0.405
28/04/2000,26.8,29.1,25.3,87,12.77,0.415
29/04/2000,27.4,31,24.7,80,10.39,0.414
30/04/2000,25.7,29.6,23.5,87,3.44,0.42
01/05/2000,25.8,28.6,24,87,6.44,0.424
02/05/2000,26.1,29.7,24.4,82,1.65,0.419
03/05/2000,25.5,26.9,24.8,88,9.39,0.432
04/05/2000,25.3,26.7,24.3,89,20.4,0.447
05/05/2000,25.5,26.3,24.4,89,9.09,0.453
06/05/2000,25.3,29.8,23.7,85,4.64,0.453
07/05/2000,26.5,30.6,24.3,83,2.07,0.448
08/05/2000,28.2,33,23.1,70,0.08,0.44
09/05/2000,28.4,33.4,24.9,68,0.08,0.431
10/05/2000,28.2,33,24.6,74,0.08,0.424
11/05/2000,26.8,30,24.9,80,1.09,0.424
12/05/2000,26.9,30.9,24.6,78,0.08,0.425
13/05/2000,26.9,31.3,24,81,2.74,0.427
14/05/2000,27.9,32.7,24.7,75,0,0.423
15/05/2000,26.5,29.8,24.4,86,3.33,0.429
16/05/2000,27,31.8,23.9,84,5.32,0.439
17/05/2000,26.8,32.1,23.6,85,12.66,0.448
18/05/2000,27.3,33.1,24.5,81,11.44,0.451
19/05/2000,26.7,30.2,24.5,86,10.93,0.458
20/05/2000,26.6,32.3,24.2,83,3.81,0.456
21/05/2000,26.4,29.3,24.3,86,3.29,0.454
22/05/2000,26.4,29.7,23.7,87,10.17,0.46
23/05/2000,26.1,30.7,23.4,86,12.69,0.468
24/05/2000,26.5,30.5,24.3,85,13.71,0.473
25/05/2000,26.7,31.3,24.1,86,16.02,0.48
26/05/2000,28,34.2,23.4,74,3.28,0.474
27/05/2000,27.7,33.7,23.4,72,2.91,0.471
28/05/2000,27.8,34,22.5,69,0.91,0.467
29/05/2000,27.1,32.4,24.4,86,18.07,0.481
30/05/2000,26.2,27.8,24.5,90,6.43,0.482
31/05/2000,27.2,32,24.7,84,3.46,0.479
01/06/2000,26.3,28.8,24.6,86,1.27,0.477
02/06/2000,26.1,28.8,24.3,88,3.75,0.48
03/06/2000,26.3,28.9,24.5,88,6.71,0.482
04/06/2000,26.3,30.8,24.2,88,12.47,0.488
05/06/2000,26.2,30.8,24.3,87,18.36,0.492
06/06/2000,24.9,26.3,23.3,90,3.58,0.494
07/06/2000,25,27.1,23.8,89,4.18,0.493
08/06/2000,25.5,28.4,23.4,86,2.28,0.492
09/06/2000,25.8,29.4,24,87,8.76,0.496
10/06/2000,26,28.2,24.6,90,8.5,0.497
11/06/2000,25.9,26.8,24.6,90,8.11,0.5
12/06/2000,26.3,29.9,24.1,89,4.75,0.498
13/06/2000,26.1,29.1,24.1,86,1.2,0.496
14/06/2000,26,30.1,24.3,88,8.85,0.499
15/06/2000,26.3,30.4,24.3,87,5.63,0.498
16/06/2000,26,29.7,23.7,85,1.11,0.496
17/06/2000,26.7,32,24.4,84,5.12,0.496
18/06/2000,26.5,31.8,24.2,85,9.33,0.499
19/06/2000,26.3,31.1,24.2,88,17.7,0.505
20/06/2000,27,32.5,24,82,8.36,0.504
21/06/2000,25.6,26.8,24.2,91,27.65,0.517
22/06/2000,25.3,26.3,23.5,91,19.66,0.523
23/06/2000,25.3,26.4,23.8,91,17.47,0.526
24/06/2000,25.1,26.5,23.8,91,16.97,0.531
25/06/2000,24.7,27.6,23.2,89,2.16,0.529
26/06/2000,23.7,24.5,22.9,91,3.95,0.528
27/06/2000,25.8,28.8,23.3,82,0.14,0.525
28/06/2000,27.4,32,23.8,75,0.14,0.52
29/06/2000,26.3,30.2,24,86,2.38,0.519
30/06/2000,26.2,29.3,23.9,84,0.42,0.516
01/07/2000,25.5,28.7,23.2,88,3.85,0.517
02/07/2000,25.7,30,23.2,87,7.35,0.518
03/07/2000,25.1,27.3,23.1,86,0.86,0.514
04/07/2000,25.4,27.8,23.7,88,3.88,0.513
05/07/2000,26.2,29.7,23.8,84,2.44,0.509
06/07/2000,25.2,28.5,23.7,90,7.73,0.511
07/07/2000,25.2,26.9,23.7,92,10.56,0.511
08/07/2000,26.3,31.6,23.3,84,1.71,0.506
09/07/2000,26.7,30.9,23.7,80,1.28,0.502
10/07/2000,25.9,30.8,23.2,84,1.7,0.5
11/07/2000,25.8,29.5,23,82,0.57,0.497
12/07/2000,25.6,30,22.5,81,0.71,0.493
13/07/2000,24.7,27.5,22.2,84,0.85,0.492
14/07/2000,25.1,29.4,22.3,83,2.39,0.489
15/07/2000,24.2,26.6,21.9,87,0.7,0.488
16/07/2000,24.9,29.9,22.4,85,4.34,0.488
17/07/2000,24.7,28.2,23,89,6.15,0.491
18/07/2000,24.7,27.1,22.9,91,6,0.491
19/07/2000,25,28.4,23.2,89,20.34,0.497
20/07/2000,24.8,27.1,23.5,92,20.57,0.507
21/07/2000,24.6,25.9,23.2,93,9.16,0.507
22/07/2000,24.8,28.6,23,89,5.54,0.505
23/07/2000,24,25.5,22.7,92,4.28,0.503
24/07/2000,25.8,28.7,23.1,82,0.28,0.499
25/07/2000,25.8,29.5,23.4,83,0.69,0.496
26/07/2000,25.8,29.4,23.6,84,0.96,0.494
27/07/2000,25.4,28.4,23.7,89,5.9,0.495
28/07/2000,25.4,30.6,23.6,89,5.34,0.493
29/07/2000,24.8,27.7,23,91,7.65,0.495
30/07/2000,25.4,28.3,23.3,87,2.86,0.492
31/07/2000,25.4,30.2,23.6,89,12.52,0.497
01/08/2000,24.7,26.2,23.3,92,8.7,0.499
02/08/2000,24.4,27,22.5,89,0.68,0.495
03/08/2000,25.2,27.9,23.3,86,1.49,0.492
04/08/2000,26.5,30.7,23.7,81,0.14,0.488
05/08/2000,25.8,30.8,23.7,87,7.96,0.49
06/08/2000,26,30.7,23.4,85,2.83,0.486
07/08/2000,25,29.8,22.8,89,3.49,0.488
08/08/2000,24.9,26.7,23.6,93,8.86,0.489
09/08/2000,24.7,25.6,23.6,94,15.54,0.496
10/08/2000,25.3,28.1,23.4,91,6.55,0.494
11/08/2000,26,30.8,23.3,88,4.8,0.493
12/08/2000,26.9,32.7,23.2,84,4.93,0.49
13/08/2000,27,33.4,23,82,4.12,0.487
14/08/2000,26.2,32.5,23.1,86,4.65,0.485
15/08/2000,25.8,30.2,23.6,88,4.11,0.484
16/08/2000,24.4,27.3,22.6,90,2.65,0.484
17/08/2000,25,29.4,22.4,84,1.06,0.48
18/08/2000,24.3,27.1,22.1,86,0.66,0.479
19/08/2000,25.6,29.6,23.3,85,3.16,0.477
20/08/2000,25.4,28.3,24.1,92,12.23,0.484
21/08/2000,25.2,26.6,24.1,93,15.75,0.487
22/08/2000,25.3,26.5,24.2,94,30.13,0.5
23/08/2000,25,25.9,24,94,34.27,0.512
24/08/2000,24.7,25.8,23.8,94,13.06,0.515
25/08/2000,24.7,26,23.5,93,18.12,0.519
26/08/2000,24.6,26.1,23.1,93,9.89,0.517
27/08/2000,24.6,27.6,22.7,91,8.06,0.516
28/08/2000,25.3,29.6,22.8,85,1.17,0.51
29/08/2000,25.9,29.3,23.3,82,0.78,0.507
30/08/2000,25.5,29.8,23.5,89,9.44,0.506
31/08/2000,24.7,25.9,23.4,93,8.52,0.507
01/09/2000,24.6,25.6,23.6,94,9.16,0.508
02/09/2000,24.9,26,23.8,92,7.47,0.507
03/09/2000,25.9,28.5,23.9,85,0.39,0.502
04/09/2000,25.9,28.4,23.9,84,0.51,0.498
05/09/2000,26.3,30.7,23.8,83,0.9,0.493
06/09/2000,25,26.5,23.7,93,8.44,0.494
07/09/2000,25.3,27.3,23.8,92,9.2,0.494
08/09/2000,24.9,26.6,22.9,93,7.4,0.492
09/09/2000,25.7,28.6,23.7,87,4.33,0.489
10/09/2000,25.3,27.9,23.5,90,4.7,0.488
11/09/2000,25.4,28.3,23.9,92,8.75,0.487
12/09/2000,24.5,25.9,22.9,93,6.2,0.486
13/09/2000,25,29.1,22.7,91,10.49,0.486
14/09/2000,24.4,26.2,21.8,93,19.8,0.493
15/09/2000,24.7,27.9,22.1,92,10.95,0.492
16/09/2000,25.5,30.4,23.5,90,21.24,0.496
17/09/2000,24.7,25.3,23.7,93,10.28,0.497
18/09/2000,25.1,29.6,23.6,93,16.4,0.5
19/09/2000,24.7,28,23.3,93,5.62,0.496
20/09/2000,25.7,30.4,23.7,90,9.72,0.495
21/09/2000,25.2,28.6,23.3,91,8.33,0.495
22/09/2000,25.6,31.7,22.3,89,21.72,0.497
23/09/2000,26.5,32.2,23.3,78,4.83,0.494
24/09/2000,25.8,31.5,23.3,88,15.07,0.495
25/09/2000,24.5,26.4,21.7,94,22.56,0.502
26/09/2000,26.5,31.7,22.8,82,8.36,0.498
27/09/2000,26.4,33,21.9,82,6.63,0.495
28/09/2000,26.5,33,22.3,83,8.94,0.492
29/09/2000,26.5,33.1,23.1,84,12.21,0.492
30/09/2000,25.9,31.9,23.1,85,3.53,0.488
01/10/2000,24.6,28.7,23.3,92,8.26,0.487
02/10/2000,24.9,29,23.8,93,29.56,0.49
03/10/2000,22.7,23.4,22.3,95,25.37,0.505
04/10/2000,25.5,30.4,23.5,83,1.33,0.498
05/10/2000,25.1,29.3,23.5,89,4.81,0.493
06/10/2000,25.3,27.9,24.1,89,5.75,0.489
07/10/2000,23.4,27.2,22.2,92,8.12,0.488
08/10/2000,23.9,23.5,23.4,92,5.48,0.487
09/10/2000,25.6,28.6,23.4,84,0.12,0.481
10/10/2000,25.6,31.4,22.8,86,12.43,0.48
11/10/2000,25.2,30.6,22.1,88,9.2,0.48
12/10/2000,23,26.5,21.1,91,25.4,0.488
13/10/2000,25.1,30.2,20.8,71,0,0.482
14/10/2000,26.3,31.5,22.8,75,0.23,0.475
15/10/2000,25.9,29.7,24,85,3.26,0.471
16/10/2000,24.7,28.3,23,92,5.91,0.47
17/10/2000,24.9,26.6,24,93,40.21,0.479
18/10/2000,25,27.4,23.6,93,16.23,0.487
19/10/2000,25.6,33,21,84,9.4,0.484
20/10/2000,23.7,27.7,22.5,91,13.82,0.488
21/10/2000,23.7,29.7,18.4,85,0.8,0.479
22/10/2000,22.1,29.3,17.7,74,0,0.472
23/10/2000,22.6,28.4,17.6,72,0,0.466
24/10/2000,21.4,25.9,18.1,78,0,0.459
25/10/2000,25.4,30.2,20.7,79,0.56,0.455
26/10/2000,26,30.8,21.2,69,0,0.451
27/10/2000,26,31.6,20.8,63,0,0.446
28/10/2000,25.5,31,20.2,66,0,0.44
29/10/2000,24,30.6,18.5,61,0,0.436
30/10/2000,23.3,29.8,19.1,62,0,0.432
31/10/2000,24,30.1,18.8,64,0,0.428
01/11/2000,23.7,29.7,19.4,66,0,0.422
02/11/2000,25,30.2,21.7,71,0,0.42
03/11/2000,26.3,30.4,22.9,73,0,0.416
04/11/2000,25.8,29.6,21.9,73,0.22,0.413
05/11/2000,25.4,30.5,20.5,67,0,0.409
06/11/2000,25.1,31,19.4,63,0,0.406
07/11/2000,24.9,30.8,19.9,71,0,0.403
08/11/2000,25.8,30,23.3,77,0.32,0.4
09/11/2000,25.5,29.4,22,79,0.97,0.399
10/11/2000,25.9,30.4,21.1,69,0,0.395
11/11/2000,24.5,30.5,18.5,60,0,0.39
12/11/2000,23.1,30.2,16.6,61,0,0.386
13/11/2000,23.5,28,19.8,64,0.32,0.385
14/11/2000,24.3,29.6,20.9,86,6.26,0.39
15/11/2000,24.8,29,18.9,75,0,0.385
16/11/2000,23.1,28.5,17.3,62,0,0.379
17/11/2000,18.5,19,18.2,87,7.24,0.388
18/11/2000,22.2,27.7,18.5,82,0,0.383
19/11/2000,26.2,31.5,22.1,74,0.43,0.379
20/11/2000,26.7,31.6,22.3,70,0,0.376
21/11/2000,25.5,30.2,22.5,71,0,0.372
22/11/2000,25.6,28.5,23.1,77,0,0.372
23/11/2000,26.7,31.2,23.9,74,0.43,0.369
24/11/2000,26.2,30.2,23.7,76,0,0.366
25/11/2000,26.8,31.2,23.6,70,0,0.36
26/11/2000,26.5,30.5,23.6,70,0,0.356
27/11/2000,26.3,31.1,22.8,70,0,0.351
28/11/2000,26.6,31.4,22.9,68,0,0.347
29/11/2000,26.5,31.1,23.5,66,0,0.339
30/11/2000,26.3,30.7,23.1,69,0,0.331
01/12/2000,26,30,23.3,72,0,0.328
02/12/2000,26.8,31.2,23.6,68,0,0.323
03/12/2000,25.4,27.8,23.2,72,0.11,0.321
04/12/2000,26.4,30.9,23.5,70,0,0.319
05/12/2000,26.7,31.9,23.4,72,0.43,0.318
06/12/2000,27.4,32.8,22.8,66,0,0.314
07/12/2000,27.6,32.7,23,65,0,0.308
08/12/2000,27.4,32.5,23,68,0,0.305
09/12/2000,27,30.8,23.7,72,0.22,0.306
10/12/2000,26.6,30.8,24.1,82,2.71,0.308
11/12/2000,26.5,29.9,23.5,77,1.63,0.321
12/12/2000,26.5,31.4,23.2,68,0,0.311
13/12/2000,25.2,29.8,21.7,64,0,0.3
14/12/2000,25.7,30.8,22.2,61,0,0.295
15/12/2000,26,30.8,22.2,66,0,0.293
16/12/2000,26.4,32,22.3,62,0,0.291
17/12/2000,25.6,30.6,22,62,0,0.289
18/12/2000,25.4,30.3,21.2,62,0,0.287
19/12/2000,25.4,30.3,21.9,62,0,0.285
20/12/2000,25.6,31.1,20.8,61,0,0.284
21/12/2000,25.3,31.1,20.6,58,0,0.281
22/12/2000,25.4,31.3,20.4,61,0,0.279
23/12/2000,24.6,30.9,19.8,54,0,0.278
24/12/2000,26.1,31.5,21.2,59,0,0.276
25/12/2000,26.3,31.6,21.8,57,0,0.274
26/12/2000,25.7,30.4,22.4,57,0,0.272
27/12/2000,25.6,30.8,22.4,61,0,0.271
28/12/2000,25.4,29.3,22,63,0,0.27
29/12/2000,26.7,32.1,22.3,60,0,0.267
30/12/2000,27.4,32.1,23,61,0,0.267
31/12/2000,26.3,29.3,23.9,66,0,0.266
01/01/2001,27.3,32.4,23.2,62,0,0.263
02/01/2001,27.3,32.3,23.8,66,0.11,0.264
03/01/2001,27.4,32,23.6,64,0,0.263
04/01/2001,27.7,32.5,23.8,62,0,0.263
05/01/2001,27,32.5,23.7,71,1.1,0.265
06/01/2001,27.7,32.4,23.1,63,0,0.264
07/01/2001,25.7,31.8,19.5,57,0,0.263
08/01/2001,22.2,28.3,17.5,52,0,0.263
09/01/2001,22.3,28.4,17.6,53,0,0.263
10/01/2001,23.6,29.3,18.1,57,0,0.263
11/01/2001,23.5,29.4,18.5,58,0,0.264
12/01/2001,24.2,30.4,19.1,54,0,0.262
13/01/2001,24,30,19.1,58,0,0.263
14/01/2001,23.7,29.8,18.1,51,0,0.262
15/01/2001,24,30.4,18.4,51,0,0.262
16/01/2001,24.6,30.6,19,53,0,0.262
17/01/2001,25.2,30.2,21.3,55,0,0.262
18/01/2001,24.9,30.2,20.9,58,0,0.262
19/01/2001,24.1,29.8,20.2,53,0,0.262
20/01/2001,24.9,30.2,20.5,55,0,0.262
21/01/2001,25.6,31.2,21.6,59,0,0.262
22/01/2001,26,32,21.2,56,0,0.261
23/01/2001,25.8,31.3,21.5,54,0,0.261
24/01/2001,24.5,29.6,20.3,57,0,0.261
25/01/2001,23.7,29,19.2,57,0,0.261
26/01/2001,23.4,29,18.7,57,0,0.261
27/01/2001,24.2,31,18.4,50,0,0.26
28/01/2001,26.3,32.3,19.6,48,0,0.26
29/01/2001,26.1,31.7,20.9,54,0,0.26
30/01/2001,25.9,32,21.1,56,0,0.26
31/01/2001,25.5,31.6,20.9,57,0,0.26
01/02/2001,24.5,30.3,20.3,56,0,0.259
02/02/2001,24.2,30.2,19.1,52,0,0.258
03/02/2001,24,30,19.1,52,0,0.258
04/02/2001,24.4,30.6,19,50,0,0.258
05/02/2001,25.3,31.1,19.6,50,0,0.258
06/02/2001,23.8,29.2,19,54,0,0.258
07/02/2001,24.5,29.7,19.4,53,0,0.258
08/02/2001,25.1,30.5,20.3,51,0,0.257
09/02/2001,24.9,30.5,19.7,48,0,0.257
10/02/2001,24.5,30.6,19.7,44,0,0.256
11/02/2001,24.6,30.5,19.7,45,0,0.255
12/02/2001,24.5,30.5,19.4,42,0,0.254
13/02/2001,25.9,31.4,20,50,0,0.255
14/02/2001,26.8,32.1,21.7,55,0,0.255
15/02/2001,26.9,32.2,21.9,54,0,0.254
16/02/2001,28.2,34.5,20.8,49,0,0.254
17/02/2001,28.2,34.9,19,47,0,0.253
18/02/2001,28.3,35.3,20.4,39,0,0.252
19/02/2001,27.3,35.4,19.7,35,0,0.252
20/02/2001,28.6,35.4,20.7,45,0,0.252
21/02/2001,29.1,34.8,24.3,55,0.06,0.252
22/02/2001,28.6,34,24.6,55,0.18,0.251
23/02/2001,28.9,34.5,23,51,0,0.251
24/02/2001,27.5,35.4,21.8,68,4.34,0.259
25/02/2001,25.3,30.1,22.6,83,3.08,0.29
26/02/2001,25.5,31.6,22.1,83,1.94,0.284
27/02/2001,27.1,34.7,19.8,64,0,0.267
28/02/2001,28.7,35.9,18.4,44,0,0.255
01/03/2001,28.2,36,18.8,41,0,0.253
02/03/2001,29.2,36.6,21.9,44,0,0.253
03/03/2001,30.1,37,24,44,0,0.254
04/03/2001,30.7,37.7,25,44,0,0.254
05/03/2001,30.7,37.5,24.1,51,0.48,0.254
06/03/2001,28.4,34.6,24.7,69,1.7,0.259
07/03/2001,27.7,35.6,24.1,73,2.28,0.261
08/03/2001,26.8,32.8,23.8,82,3.62,0.279
09/03/2001,27,33.1,22.8,77,0.95,0.28
10/03/2001,29.7,36.5,24.4,56,0,0.264
11/03/2001,30.4,36.4,25.3,49,0.13,0.257
12/03/2001,31,37.9,25.2,50,0.19,0.258
13/03/2001,30.4,37.7,23.2,49,0.13,0.258
14/03/2001,31,39.2,21.5,40,0,0.259
15/03/2001,31.1,39.6,23.8,44,0,0.259
16/03/2001,27.9,36,25.1,77,14.06,0.29
17/03/2001,26.9,32.8,25.2,87,12.2,0.319
18/03/2001,26.4,30.6,24.3,87,7.48,0.322
19/03/2001,26.5,30,24.2,85,2.64,0.317
20/03/2001,26.1,28.7,23.6,87,8.04,0.326
21/03/2001,26.3,30.8,23.8,87,9.52,0.334
22/03/2001,26.3,31,23.6,84,2.2,0.324
23/03/2001,25.4,32.4,18.1,76,0,0.308
24/03/2001,28.1,34.8,22.3,48,0,0.294
25/03/2001,30.5,36.7,24.5,49,0,0.291
26/03/2001,29.5,35.4,24.8,55,0,0.291
27/03/2001,29.3,34.3,25.2,55,0,0.29
28/03/2001,29,33.8,25.2,58,0,0.29
29/03/2001,29.3,34.5,25.4,58,0,0.29
30/03/2001,29.6,36.3,24.1,54,0,0.289
31/03/2001,30.1,37.7,22.6,45,0,0.288
01/04/2001,31.1,38.6,24.5,46,0,0.287
02/04/2001,28.7,32.4,25,62,34.83,0.297
03/04/2001,24.3,23.6,24.4,87,59.04,0.395
04/04/2001,25.5,30.7,23.7,84,4.16,0.395
05/04/2001,27.3,33,23.9,79,2.3,0.386
06/04/2001,27.7,32.8,25,79,5.19,0.391
07/04/2001,26.3,31,24.4,87,12.71,0.406
08/04/2001,25.1,26.8,24.5,90,20.56,0.421
09/04/2001,26.9,31.2,23.9,73,0.07,0.412
10/04/2001,27,31.7,24,72,1.02,0.408
11/04/2001,27.4,32.9,22.8,63,0,0.4
12/04/2001,25.3,32.3,23.2,82,4.74,0.414
13/04/2001,27.6,31.3,24.7,77,8.84,0.422
14/04/2001,27.1,30.4,25.4,86,10.62,0.433
15/04/2001,27.1,29.4,25.3,85,9.97,0.437
16/04/2001,27.1,33.1,23.5,81,3.53,0.435
17/04/2001,26.7,32.2,23.3,83,7.06,0.438
18/04/2001,26.5,31.2,24,85,9.87,0.446
19/04/2001,26.3,27.7,24.4,88,10.03,0.453
20/04/2001,27.3,32.5,25.4,85,11.6,0.459
21/04/2001,27.3,32.2,24.9,85,16.13,0.468
22/04/2001,27.6,33.5,25.2,84,18.45,0.48
23/04/2001,27.5,34.2,24.3,81,18.77,0.493
24/04/2001,27.8,33.8,24.7,80,7.43,0.497
25/04/2001,28.4,34.7,25.2,76,4.46,0.495
26/04/2001,27.3,32.2,25.1,84,11.62,0.5
27/04/2001,27.4,31.1,25.4,83,6.49,0.502
28/04/2001,26.7,31,23.5,86,6.64,0.503
29/04/2001,28,33.8,25.2,79,2.76,0.5
30/04/2001,27.3,32,24.4,84,9.65,0.504
01/05/2001,28,34.1,25.7,81,9.81,0.506
02/05/2001,27,29.2,24.8,87,11.09,0.512
03/05/2001,27,29.3,25,87,10.87,0.515
04/05/2001,27.2,31.6,25.1,85,10.47,0.517
05/05/2001,26.6,28.3,24.1,87,9.37,0.519
06/05/2001,27,31.8,24.3,84,7.84,0.519
07/05/2001,26.8,30.8,24.2,86,9.92,0.521
08/05/2001,26.9,31.5,24.5,85,7.31,0.52
09/05/2001,26.9,32,24.3,85,4.8,0.518
10/05/2001,27.1,32,24.5,84,10.3,0.521
11/05/2001,28,34.5,24.5,79,7.34,0.519
12/05/2001,28.1,34.2,25,79,3.29,0.517
13/05/2001,27.3,33,24.6,83,8.88,0.518
14/05/2001,26.9,31.8,23.9,85,12.53,0.523
15/05/2001,27,32.5,24.5,85,7.26,0.522
16/05/2001,26.3,29.7,24.3,88,10.35,0.525
17/05/2001,26.8,29.8,24.8,88,13.34,0.529
18/05/2001,26.7,30.3,24.1,86,10.6,0.532
19/05/2001,28.1,32.3,25.1,77,2.29,0.527
