time,river_discharge,temperature_mean,temperature_max,temperature_min,relative_humidity_mean,precipitation_sum,soil_moisture_mean,flood_occured,discharge_rolling_mean
01/01/2000,3.65,27.1,32.7,22.6,70,0.0,0.362,False,
02/01/2000,3.36,26.1,31.7,21.2,71,0.22,0.36,False,
03/01/2000,3.12,25.4,31.1,21.5,67,0.0,0.357,False,3.3766666666666665
04/01/2000,2.97,24.2,29.1,20.1,69,0.0,0.355,False,3.15
05/01/2000,2.89,23.7,29.2,19.6,66,0.0,0.351,False,2.9933333333333336
06/01/2000,2.91,22.8,27.8,19.3,69,0.0,0.35,False,2.9233333333333333
07/01/2000,2.94,22.9,27.1,19.6,65,0.0,0.348,False,2.9133333333333336
08/01/2000,2.87,23.4,28.1,19.9,63,0.0,0.344,False,2.9066666666666667
09/01/2000,2.75,24.3,27.9,20.5,70,0.0,0.345,False,2.8533333333333335
10/01/2000,2.64,24.3,29.0,20.9,65,0.0,0.342,False,2.753333333333334
11/01/2000,2.56,22.6,26.8,19.1,64,0.0,0.337,False,2.65
12/01/2000,3.14,21.1,26.3,16.4,64,0.0,0.334,False,2.78
13/01/2000,3.33,20.7,26.7,16.5,60,0.0,0.33,False,3.0100000000000002
14/01/2000,3.14,22.3,27.9,17.0,65,0.0,0.327,False,3.203333333333333
15/01/2000,2.95,23.1,28.4,18.9,67,0.0,0.324,False,3.14
16/01/2000,2.78,23.2,27.8,19.6,69,0.0,0.322,False,2.956666666666667
17/01/2000,2.64,22.3,26.6,18.4,70,0.0,0.321,False,2.7899999999999996
18/01/2000,2.53,21.1,26.7,16.4,61,0.0,0.317,False,2.65
19/01/2000,2.45,22.5,28.0,17.0,64,0.0,0.313,False,2.54
20/01/2000,2.37,23.5,28.3,19.3,64,0.0,0.311,False,2.45
21/01/2000,2.31,24.7,29.5,20.3,62,0.0,0.309,False,2.376666666666667
22/01/2000,2.27,25.3,30.4,21.3,65,0.0,0.309,False,2.316666666666667
23/01/2000,2.22,25.9,31.6,20.8,61,0.0,0.308,False,2.266666666666667
24/01/2000,2.34,25.2,31.4,20.0,59,0.0,0.307,False,2.276666666666667
25/01/2000,2.39,24.4,30.7,18.7,57,0.0,0.305,False,2.316666666666667
26/01/2000,2.33,24.2,30.6,18.4,53,0.0,0.304,False,2.3533333333333335
27/01/2000,2.28,24.6,32.5,15.8,55,0.0,0.304,False,2.3333333333333335
28/01/2000,2.25,25.1,33.2,17.7,56,0.0,0.303,False,2.2866666666666666
29/01/2000,2.21,26.8,33.8,20.8,61,0.0,0.303,False,2.2466666666666666
30/01/2000,2.17,28.6,33.7,23.3,63,0.07,0.303,False,2.2100000000000004
31/01/2000,2.16,26.1,31.1,23.3,81,2.23,0.309,False,2.18
01/02/2000,2.13,25.5,29.0,22.8,87,5.31,0.329,False,2.153333333333333
02/02/2000,2.11,25.9,31.6,21.7,66,0.0,0.328,False,2.1333333333333333
03/02/2000,2.09,24.7,29.6,21.2,67,0.0,0.312,False,2.11
04/02/2000,2.08,25.9,31.5,21.2,61,0.0,0.304,False,2.0933333333333333
05/02/2000,2.08,26.4,32.2,21.1,57,0.0,0.303,False,2.0833333333333335
06/02/2000,2.06,25.0,30.4,20.8,58,0.0,0.302,False,2.0733333333333337
07/02/2000,2.06,23.6,29.0,19.4,59,0.0,0.302,False,2.066666666666667
08/02/2000,2.06,23.8,29.4,19.5,56,0.0,0.302,False,2.06
09/02/2000,2.06,24.0,29.6,19.9,55,0.0,0.301,False,2.06
10/02/2000,2.06,24.1,29.7,19.5,56,0.0,0.301,False,2.06
11/02/2000,2.03,24.6,30.6,19.6,53,0.0,0.301,False,2.05
12/02/2000,2.03,24.7,30.6,20.1,52,0.0,0.3,False,2.0399999999999996
13/02/2000,2.03,23.9,29.6,19.9,55,0.0,0.3,False,2.03
14/02/2000,2.03,23.4,28.7,19.4,57,0.0,0.3,False,2.03
15/02/2000,2.03,23.1,28.1,19.5,60,0.0,0.299,False,2.03
16/02/2000,2.03,22.6,28.0,18.3,57,0.0,0.299,False,2.03
17/02/2000,2.03,23.0,28.7,18.3,51,0.0,0.299,False,2.03
18/02/2000,2.09,24.0,29.8,18.9,56,0.0,0.299,False,2.05
19/02/2000,2.16,24.2,29.6,19.7,55,0.0,0.298,False,2.0933333333333333
20/02/2000,2.37,24.1,29.9,18.9,50,0.0,0.298,False,2.2066666666666666
21/02/2000,2.72,25.7,31.0,19.7,52,0.0,0.298,False,2.4166666666666665
22/02/2000,3.41,27.7,32.9,22.0,49,0.0,0.297,False,2.8333333333333335
23/02/2000,3.59,26.2,34.0,19.8,47,0.0,0.296,False,3.24
24/02/2000,3.88,29.1,34.8,23.3,50,0.0,0.296,False,3.6266666666666665
25/02/2000,3.84,29.1,33.9,25.0,58,0.0,0.295,False,3.7699999999999996
26/02/2000,3.59,29.3,33.8,25.0,56,0.06,0.295,False,3.7699999999999996
27/02/2000,3.32,26.8,32.8,18.9,65,0.94,0.296,False,3.5833333333333335
28/02/2000,3.09,25.9,34.3,17.7,43,0.0,0.294,False,3.3333333333333335
29/02/2000,2.91,29.2,34.8,21.1,46,0.0,0.293,False,3.106666666666667
01/03/2000,2.75,28.9,33.1,24.5,60,0.17,0.294,False,2.9166666666666665
02/03/2000,2.66,29.1,33.8,24.7,64,0.52,0.294,False,2.7733333333333334
03/03/2000,2.66,28.5,34.9,18.3,46,0.0,0.292,False,2.69
04/03/2000,2.66,28.4,35.1,21.5,45,0.0,0.291,False,2.66
05/03/2000,2.53,27.7,33.8,21.5,41,0.0,0.291,False,2.6166666666666667
06/03/2000,2.47,28.0,34.7,22.0,43,0.0,0.29,False,2.5533333333333332
07/03/2000,2.4,27.7,34.4,22.4,47,0.0,0.289,False,2.466666666666667
08/03/2000,2.37,26.8,32.3,22.3,51,0.0,0.289,False,2.4133333333333336
09/03/2000,2.4,26.5,32.2,22.1,51,0.0,0.288,False,2.39
10/03/2000,2.34,26.8,32.6,22.3,53,0.0,0.288,False,2.3699999999999997
11/03/2000,2.28,27.4,33.1,21.9,50,0.0,0.287,False,2.34
12/03/2000,2.37,28.7,35.3,22.8,46,0.0,0.286,False,2.33
13/03/2000,2.62,29.5,35.3,21.7,53,0.0,0.286,False,2.4233333333333333
14/03/2000,3.35,30.0,35.7,25.0,59,0.2,0.286,False,2.78
15/03/2000,3.62,28.6,31.2,25.6,70,0.99,0.288,False,3.1966666666666668
16/03/2000,3.5,29.7,35.6,25.2,66,0.87,0.287,False,3.49
17/03/2000,3.53,29.7,34.3,24.9,62,0.34,0.286,False,3.5500000000000003
18/03/2000,3.35,29.5,35.3,25.1,57,0.14,0.285,False,3.4599999999999995
19/03/2000,3.12,28.7,32.9,25.0,60,0.07,0.285,False,3.3333333333333335
20/03/2000,3.0,29.6,34.8,24.3,53,0.0,0.285,False,3.1566666666666667
21/03/2000,2.87,30.2,36.4,24.5,46,0.0,0.284,False,2.9966666666666666
22/03/2000,2.72,29.8,35.1,24.7,54,0.0,0.284,False,2.8633333333333333
23/03/2000,2.6,30.4,37.3,23.2,48,0.0,0.283,False,2.7300000000000004
24/03/2000,2.5,28.2,33.6,23.7,66,0.62,0.284,False,2.606666666666667
25/03/2000,2.4,28.7,35.2,23.9,65,0.35,0.284,False,2.5
26/03/2000,2.31,29.1,34.9,25.1,68,1.96,0.289,False,2.4033333333333333
27/03/2000,2.25,27.9,33.9,23.9,74,0.98,0.294,False,2.32
28/03/2000,2.22,26.7,32.2,21.8,79,3.03,0.294,False,2.2600000000000002
29/03/2000,2.16,29.3,35.5,23.2,53,0.0,0.289,False,2.2100000000000004
30/03/2000,2.16,30.5,37.0,21.7,43,0.0,0.282,False,2.18
31/03/2000,2.13,30.3,38.2,23.5,50,0.57,0.282,False,2.15
01/04/2000,2.13,29.1,35.4,23.1,65,3.28,0.291,False,2.14
02/04/2000,2.31,28.2,34.6,23.1,69,2.93,0.308,False,2.19
03/04/2000,2.69,27.4,32.5,23.7,81,3.72,0.319,False,2.3766666666666665
04/04/2000,3.12,27.0,28.7,25.7,88,3.52,0.324,False,2.706666666666667
05/04/2000,3.19,26.5,30.9,24.1,87,8.35,0.33,False,3.0
06/04/2000,3.09,26.3,31.1,24.7,87,7.86,0.335,False,3.1333333333333333
07/04/2000,2.91,27.1,31.6,23.8,82,8.02,0.337,False,3.063333333333333
08/04/2000,2.81,27.4,32.8,23.0,73,0.07,0.328,False,2.936666666666667
09/04/2000,3.35,29.1,34.2,24.5,58,0.0,0.309,False,3.0233333333333334
10/04/2000,4.25,28.5,33.5,24.6,63,0.0,0.302,False,3.47
11/04/2000,6.59,29.5,34.3,24.6,58,0.0,0.301,False,4.7299999999999995
12/04/2000,7.81,28.1,33.9,25.5,77,13.87,0.335,False,6.216666666666666
13/04/2000,9.4,27.0,30.4,24.9,84,4.83,0.351,False,7.933333333333334
14/04/2000,9.96,27.1,30.1,24.6,83,3.3,0.349,False,9.056666666666667
15/04/2000,9.3,28.0,33.4,23.1,72,0.07,0.335,False,9.553333333333335
16/04/2000,9.72,27.5,31.2,25.5,81,2.94,0.329,False,9.660000000000002
17/04/2000,14.35,27.4,31.0,25.3,82,3.61,0.342,False,11.123333333333335
18/04/2000,14.56,26.4,29.6,24.2,87,6.71,0.356,False,12.876666666666667
19/04/2000,15.94,27.2,31.4,24.2,81,4.8,0.357,False,14.950000000000001
20/04/2000,21.49,27.0,31.3,24.0,85,8.8,0.365,False,17.33
21/04/2000,21.96,27.4,32.5,25.1,82,10.29,0.371,False,19.796666666666667
22/04/2000,22.33,26.9,29.8,25.4,87,13.86,0.384,False,21.926666666666666
23/04/2000,22.33,26.3,29.5,23.6,85,6.98,0.384,False,22.206666666666667
24/04/2000,20.73,28.2,33.3,23.5,71,0.15,0.365,False,21.796666666666663
25/04/2000,18.82,28.5,32.5,25.3,72,3.2,0.359,False,20.626666666666665
26/04/2000,17.45,27.0,28.8,25.3,87,16.76,0.394,False,19.0
27/04/2000,15.87,27.3,30.7,25.3,85,12.16,0.405,False,17.38
28/04/2000,15.11,26.8,29.1,25.3,87,12.77,0.415,False,16.143333333333334
29/04/2000,13.96,27.4,31.0,24.7,80,10.39,0.414,False,14.979999999999999
30/04/2000,13.86,25.7,29.6,23.5,87,3.44,0.42,False,14.31
01/05/2000,13.19,25.8,28.6,24.0,87,6.44,0.424,False,13.670000000000002
02/05/2000,12.65,26.1,29.7,24.4,82,1.65,0.419,False,13.233333333333334
03/05/2000,13.45,25.5,26.9,24.8,88,9.39,0.432,False,13.096666666666666
04/05/2000,15.79,25.3,26.7,24.3,89,20.4,0.447,False,13.963333333333333
05/05/2000,17.49,25.5,26.3,24.4,89,9.09,0.453,False,15.576666666666666
06/05/2000,22.07,25.3,29.8,23.7,85,4.64,0.453,False,18.45
07/05/2000,20.98,26.5,30.6,24.3,83,2.07,0.448,False,20.179999999999996
08/05/2000,20.48,28.2,33.0,23.1,70,0.08,0.44,False,21.176666666666666
09/05/2000,19.0,28.4,33.4,24.9,68,0.08,0.431,False,20.153333333333332
10/05/2000,17.54,28.2,33.0,24.6,74,0.08,0.424,False,19.006666666666668
11/05/2000,17.45,26.8,30.0,24.9,80,1.09,0.424,False,17.996666666666666
12/05/2000,16.99,26.9,30.9,24.6,78,0.08,0.425,False,17.326666666666664
13/05/2000,18.05,26.9,31.3,24.0,81,2.74,0.427,False,17.496666666666666
14/05/2000,19.23,27.9,32.7,24.7,75,0.0,0.423,False,18.09
15/05/2000,21.39,26.5,29.8,24.4,86,3.33,0.429,False,19.55666666666667
16/05/2000,21.65,27.0,31.8,23.9,84,5.32,0.439,False,20.756666666666668
17/05/2000,21.7,26.8,32.1,23.6,85,12.66,0.448,False,21.58
18/05/2000,21.8,27.3,33.1,24.5,81,11.44,0.451,False,21.71666666666667
19/05/2000,23.15,26.7,30.2,24.5,86,10.93,0.458,False,22.21666666666667
20/05/2000,23.55,26.6,32.3,24.2,83,3.81,0.456,False,22.833333333333332
21/05/2000,25.18,26.4,29.3,24.3,86,3.29,0.454,False,23.959999999999997
22/05/2000,24.88,26.4,29.7,23.7,87,10.17,0.46,False,24.536666666666665
23/05/2000,23.77,26.1,30.7,23.4,86,12.69,0.468,False,24.61
24/05/2000,21.8,26.5,30.5,24.3,85,13.71,0.473,False,23.48333333333333
25/05/2000,22.23,26.7,31.3,24.1,86,16.02,0.48,False,22.599999999999998
26/05/2000,22.28,28.0,34.2,23.4,74,3.28,0.474,False,22.103333333333335
27/05/2000,21.39,27.7,33.7,23.4,72,2.91,0.471,False,21.96666666666667
28/05/2000,19.99,27.8,34.0,22.5,69,0.91,0.467,False,21.22
29/05/2000,18.5,27.1,32.4,24.4,86,18.07,0.481,False,19.959999999999997
30/05/2000,18.95,26.2,27.8,24.5,90,6.43,0.482,False,19.146666666666665
31/05/2000,24.88,27.2,32.0,24.7,84,3.46,0.479,False,20.776666666666667
01/06/2000,36.07,26.3,28.8,24.6,86,1.27,0.477,False,26.633333333333336
02/06/2000,41.36,26.1,28.8,24.3,88,3.75,0.48,False,34.10333333333333
03/06/2000,40.21,26.3,28.9,24.5,88,6.71,0.482,False,39.21333333333333
04/06/2000,40.02,26.3,30.8,24.2,88,12.47,0.488,False,40.53
05/06/2000,37.9,26.2,30.8,24.3,87,18.36,0.492,False,39.37666666666667
06/06/2000,37.9,24.9,26.3,23.3,90,3.58,0.494,False,38.60666666666666
07/06/2000,36.76,25.0,27.1,23.8,89,4.18,0.493,False,37.519999999999996
08/06/2000,37.73,25.5,28.4,23.4,86,2.28,0.492,False,37.46333333333333
09/06/2000,35.48,25.8,29.4,24.0,87,8.76,0.496,False,36.65666666666666
10/06/2000,33.83,26.0,28.2,24.6,90,8.5,0.497,False,35.68
11/06/2000,30.62,25.9,26.8,24.6,90,8.11,0.5,False,33.31
12/06/2000,28.44,26.3,29.9,24.1,89,4.75,0.498,False,30.963333333333335
13/06/2000,26.42,26.1,29.1,24.1,86,1.2,0.496,False,28.493333333333336
14/06/2000,25.67,26.0,30.1,24.3,88,8.85,0.499,False,26.843333333333334
15/06/2000,27.12,26.3,30.4,24.3,87,5.63,0.498,False,26.403333333333336
16/06/2000,28.17,26.0,29.7,23.7,85,1.11,0.496,False,26.986666666666668
17/06/2000,29.9,26.7,32.0,24.4,84,5.12,0.496,False,28.396666666666665
18/06/2000,34.89,26.5,31.8,24.2,85,9.33,0.499,False,30.986666666666665
19/06/2000,32.81,26.3,31.1,24.2,88,17.7,0.505,False,32.53333333333333
20/06/2000,32.04,27.0,32.5,24.0,82,8.36,0.504,False,33.24666666666667
21/06/2000,30.62,25.6,26.8,24.2,91,27.65,0.517,False,31.823333333333334
22/06/2000,29.76,25.3,26.3,23.5,91,19.66,0.523,False,30.80666666666667
23/06/2000,27.71,25.3,26.4,23.8,91,17.47,0.526,False,29.363333333333333
24/06/2000,27.18,25.1,26.5,23.8,91,16.97,0.531,False,28.21666666666667
25/06/2000,24.82,24.7,27.6,23.2,89,2.16,0.529,False,26.570000000000004
26/06/2000,23.27,23.7,24.5,22.9,91,3.95,0.528,False,25.09
27/06/2000,25.79,25.8,28.8,23.3,82,0.14,0.525,False,24.626666666666665
28/06/2000,26.54,27.4,32.0,23.8,75,0.14,0.52,False,25.2
29/06/2000,28.11,26.3,30.2,24.0,86,2.38,0.519,False,26.813333333333333
30/06/2000,31.73,26.2,29.3,23.9,84,0.42,0.516,False,28.793333333333333
01/07/2000,35.31,25.5,28.7,23.2,88,3.85,0.517,False,31.71666666666667
02/07/2000,37.46,25.7,30.0,23.2,87,7.35,0.518,False,34.833333333333336
03/07/2000,36.93,25.1,27.3,23.1,86,0.86,0.514,False,36.56666666666667
04/07/2000,37.19,25.4,27.8,23.7,88,3.88,0.513,False,37.193333333333335
05/07/2000,39.93,26.2,29.7,23.8,84,2.44,0.509,False,38.01666666666667
06/07/2000,46.1,25.2,28.5,23.7,90,7.73,0.511,False,41.07333333333333
07/07/2000,45.34,25.2,26.9,23.7,92,10.56,0.511,False,43.79
08/07/2000,45.99,26.3,31.6,23.3,84,1.71,0.506,False,45.81
09/07/2000,43.98,26.7,30.9,23.7,80,1.28,0.502,False,45.10333333333333
10/07/2000,42.45,25.9,30.8,23.2,84,1.7,0.5,False,44.14000000000001
11/07/2000,46.75,25.8,29.5,23.0,82,0.57,0.497,False,44.39333333333334
12/07/2000,48.55,25.6,30.0,22.5,81,0.71,0.493,False,45.916666666666664
13/07/2000,46.32,24.7,27.5,22.2,84,0.85,0.492,False,47.20666666666667
14/07/2000,43.46,25.1,29.4,22.3,83,2.39,0.489,False,46.10999999999999
15/07/2000,42.05,24.2,26.6,21.9,87,0.7,0.488,False,43.94333333333333
16/07/2000,49.23,24.9,29.9,22.4,85,4.34,0.488,False,44.913333333333334
17/07/2000,51.36,24.7,28.2,23.0,89,6.15,0.491,False,47.54666666666666
18/07/2000,51.84,24.7,27.1,22.9,91,6.0,0.491,False,50.81
19/07/2000,49.35,25.0,28.4,23.2,89,20.34,0.497,False,50.85
20/07/2000,45.24,24.8,27.1,23.5,92,20.57,0.507,False,48.81
21/07/2000,41.46,24.6,25.9,23.2,93,9.16,0.507,False,45.35
22/07/2000,37.82,24.8,28.6,23.0,89,5.54,0.505,False,41.50666666666667
23/07/2000,34.56,24.0,25.5,22.7,92,4.28,0.503,False,37.946666666666665
24/07/2000,31.73,25.8,28.7,23.1,82,0.28,0.499,False,34.70333333333333
25/07/2000,32.65,25.8,29.5,23.4,83,0.69,0.496,False,32.98
26/07/2000,34.08,25.8,29.4,23.6,84,0.96,0.494,False,32.82
27/07/2000,33.91,25.4,28.4,23.7,89,5.9,0.495,False,33.54666666666667
28/07/2000,34.32,25.4,30.6,23.6,89,5.34,0.493,False,34.10333333333333
29/07/2000,32.5,24.8,27.7,23.0,91,7.65,0.495,False,33.57666666666666
30/07/2000,30.19,25.4,28.3,23.3,87,2.86,0.492,False,32.336666666666666
31/07/2000,27.44,25.4,30.2,23.6,89,12.52,0.497,False,30.043333333333333
01/08/2000,25.98,24.7,26.2,23.3,92,8.7,0.499,False,27.87
02/08/2000,24.53,24.4,27.0,22.5,89,0.68,0.495,False,25.983333333333334
03/08/2000,23.32,25.2,27.9,23.3,86,1.49,0.492,False,24.61
04/08/2000,22.39,26.5,30.7,23.7,81,0.14,0.488,False,23.41333333333333
05/08/2000,21.44,25.8,30.8,23.7,87,7.96,0.49,False,22.383333333333336
06/08/2000,21.44,26.0,30.7,23.4,85,2.83,0.486,False,21.75666666666667
07/08/2000,19.84,25.0,29.8,22.8,89,3.49,0.488,False,20.90666666666667
08/08/2000,20.73,24.9,26.7,23.6,93,8.86,0.489,False,20.67
09/08/2000,20.93,24.7,25.6,23.6,94,15.54,0.496,False,20.5
10/08/2000,20.13,25.3,28.1,23.4,91,6.55,0.494,False,20.596666666666668
11/08/2000,20.33,26.0,30.8,23.3,88,4.8,0.493,False,20.463333333333335
12/08/2000,19.61,26.9,32.7,23.2,84,4.93,0.49,False,20.02333333333333
13/08/2000,20.33,27.0,33.4,23.0,82,4.12,0.487,False,20.09
14/08/2000,21.23,26.2,32.5,23.1,86,4.65,0.485,False,20.39
15/08/2000,20.73,25.8,30.2,23.6,88,4.11,0.484,False,20.763333333333332
16/08/2000,20.58,24.4,27.3,22.6,90,2.65,0.484,False,20.846666666666668
17/08/2000,20.43,25.0,29.4,22.4,84,1.06,0.48,False,20.580000000000002
18/08/2000,23.55,24.3,27.1,22.1,86,0.66,0.479,False,21.52
19/08/2000,24.59,25.6,29.6,23.3,85,3.16,0.477,False,22.856666666666666
20/08/2000,25.3,25.4,28.3,24.1,92,12.23,0.484,False,24.48
21/08/2000,26.48,25.2,26.6,24.1,93,15.75,0.487,False,25.456666666666667
22/08/2000,30.84,25.3,26.5,24.2,94,30.13,0.5,False,27.540000000000003
23/08/2000,33.99,25.0,25.9,24.0,94,34.27,0.512,False,30.436666666666667
24/08/2000,37.46,24.7,25.8,23.8,94,13.06,0.515,False,34.096666666666664
25/08/2000,38.63,24.7,26.0,23.5,93,18.12,0.519,False,36.693333333333335
26/08/2000,38.54,24.6,26.1,23.1,93,9.89,0.517,False,38.21
27/08/2000,37.11,24.6,27.6,22.7,91,8.06,0.516,False,38.093333333333334
28/08/2000,36.93,25.3,29.6,22.8,85,1.17,0.51,False,37.526666666666664
29/08/2000,40.78,25.9,29.3,23.3,82,0.78,0.507,False,38.27333333333333
30/08/2000,48.09,25.5,29.8,23.5,89,9.44,0.506,False,41.93333333333334
31/08/2000,49.35,24.7,25.9,23.4,93,8.52,0.507,False,46.07333333333333
01/09/2000,51.6,24.6,25.6,23.6,94,9.16,0.508,False,49.68000000000001
02/09/2000,50.88,24.9,26.0,23.8,92,7.47,0.507,False,50.61000000000001
03/09/2000,47.31,25.9,28.5,23.9,85,0.39,0.502,False,49.93000000000001
04/09/2000,45.45,25.9,28.4,23.9,84,0.51,0.498,False,47.88
05/09/2000,43.26,26.3,30.7,23.8,83,0.9,0.493,False,45.34
06/09/2000,40.69,25.0,26.5,23.7,93,8.44,0.494,False,43.13333333333333
07/09/2000,40.21,25.3,27.3,23.8,92,9.2,0.494,False,41.38666666666666
08/09/2000,36.93,24.9,26.6,22.9,93,7.4,0.492,False,39.276666666666664
09/09/2000,37.02,25.7,28.6,23.7,87,4.33,0.489,False,38.053333333333335
10/09/2000,37.99,25.3,27.9,23.5,90,4.7,0.488,False,37.31333333333333
11/09/2000,37.37,25.4,28.3,23.9,92,8.75,0.487,False,37.46
12/09/2000,38.99,24.5,25.9,22.9,93,6.2,0.486,False,38.11666666666667
13/09/2000,40.3,25.0,29.1,22.7,91,10.49,0.486,False,38.88666666666666
14/09/2000,44.71,24.4,26.2,21.8,93,19.8,0.493,False,41.333333333333336
15/09/2000,47.31,24.7,27.9,22.1,92,10.95,0.492,False,44.10666666666666
16/09/2000,52.46,25.5,30.4,23.5,90,21.24,0.496,False,48.160000000000004
17/09/2000,55.1,24.7,25.3,23.7,93,10.28,0.497,False,51.623333333333335
18/09/2000,52.7,25.1,29.6,23.6,93,16.4,0.5,False,53.419999999999995
19/09/2000,50.76,24.7,28.0,23.3,93,5.62,0.496,False,52.85333333333333
20/09/2000,52.95,25.7,30.4,23.7,90,9.72,0.495,False,52.13666666666668
21/09/2000,51.24,25.2,28.6,23.3,91,8.33,0.495,False,51.65
22/09/2000,46.64,25.6,31.7,22.3,89,21.72,0.497,False,50.27666666666667
23/09/2000,48.77,26.5,32.2,23.3,78,4.83,0.494,False,48.88333333333333
24/09/2000,48.32,25.8,31.5,23.3,88,15.07,0.495,False,47.91
25/09/2000,45.13,24.5,26.4,21.7,94,22.56,0.502,False,47.40666666666667
26/09/2000,42.95,26.5,31.7,22.8,82,8.36,0.498,False,45.46666666666667
27/09/2000,41.56,26.4,33.0,21.9,82,6.63,0.495,False,43.21333333333334
28/09/2000,44.92,26.5,33.0,22.3,83,8.94,0.492,False,43.14333333333334
29/09/2000,43.06,26.5,33.1,23.1,84,12.21,0.492,False,43.18000000000001
30/09/2000,41.07,25.9,31.9,23.1,85,3.53,0.488,False,43.01666666666667
01/10/2000,42.65,24.6,28.7,23.3,92,8.26,0.487,False,42.26
02/10/2000,40.69,24.9,29.0,23.8,93,29.56,0.49,False,41.47
03/10/2000,41.27,22.7,23.4,22.3,95,25.37,0.505,False,41.53666666666667
04/10/2000,39.64,25.5,30.4,23.5,83,1.33,0.498,False,40.53333333333333
05/10/2000,42.45,25.1,29.3,23.5,89,4.81,0.493,False,41.120000000000005
06/10/2000,41.27,25.3,27.9,24.1,89,5.75,0.489,False,41.12
07/10/2000,39.93,23.4,27.2,22.2,92,8.12,0.488,False,41.21666666666667
08/10/2000,44.81,23.9,23.5,23.4,92,5.48,0.487,False,42.00333333333334
09/10/2000,49.0,25.6,28.6,23.4,84,0.12,0.481,False,44.580000000000005
10/10/2000,61.81,25.6,31.4,22.8,86,12.43,0.48,False,51.873333333333335
11/10/2000,79.54,25.2,30.6,22.1,88,9.2,0.48,True,63.449999999999996
12/10/2000,96.05,23.0,26.5,21.1,91,25.4,0.488,True,79.13333333333333
13/10/2000,104.68,25.1,30.2,20.8,71,0.0,0.482,True,93.42333333333333
14/10/2000,102.75,26.3,31.5,22.8,75,0.23,0.475,True,101.16000000000001
15/10/2000,93.62,25.9,29.7,24.0,85,3.26,0.471,True,100.35000000000001
16/10/2000,83.72,24.7,28.3,23.0,92,5.91,0.47,True,93.36333333333333
17/10/2000,78.25,24.9,26.6,24.0,93,40.21,0.479,True,85.19666666666666
18/10/2000,72.96,25.0,27.4,23.6,93,16.23,0.487,True,78.30999999999999
19/10/2000,67.87,25.6,33.0,21.0,84,9.4,0.484,True,73.02666666666666
20/10/2000,63.71,23.7,27.7,22.5,91,13.82,0.488,False,68.17999999999999
21/10/2000,58.29,23.7,29.7,18.4,85,0.8,0.479,False,63.29
22/10/2000,55.75,22.1,29.3,17.7,74,0.0,0.472,False,59.25
23/10/2000,57.34,22.6,28.4,17.6,72,0.0,0.466,False,57.126666666666665
24/10/2000,58.98,21.4,25.9,18.1,78,0.0,0.459,False,57.35666666666666
25/10/2000,56.15,25.4,30.2,20.7,79,0.56,0.455,False,57.49
26/10/2000,51.12,26.0,30.8,21.2,69,0.0,0.451,False,55.416666666666664
27/10/2000,46.42,26.0,31.6,20.8,63,0.0,0.446,False,51.23
28/10/2000,44.6,25.5,31.0,20.2,66,0.0,0.44,False,47.379999999999995
29/10/2000,43.87,24.0,30.6,18.5,61,0.0,0.436,False,44.96333333333333
30/10/2000,41.56,23.3,29.8,19.1,62,0.0,0.432,False,43.343333333333334
31/10/2000,39.36,24.0,30.1,18.8,64,0.0,0.428,False,41.596666666666664
01/11/2000,37.99,23.7,29.7,19.4,66,0.0,0.422,False,39.63666666666666
02/11/2000,34.32,25.0,30.2,21.7,71,0.0,0.42,False,37.22333333333333
03/11/2000,30.7,26.3,30.4,22.9,73,0.0,0.416,False,34.336666666666666
04/11/2000,27.51,25.8,29.6,21.9,73,0.22,0.413,False,30.843333333333334
05/11/2000,24.59,25.4,30.5,20.5,67,0.0,0.409,False,27.599999999999998
06/11/2000,22.07,25.1,31.0,19.4,63,0.0,0.406,False,24.723333333333333
07/11/2000,19.75,24.9,30.8,19.9,71,0.0,0.403,False,22.136666666666667
08/11/2000,17.75,25.8,30.0,23.3,77,0.32,0.4,False,19.856666666666666
09/11/2000,15.9,25.5,29.4,22.0,79,0.97,0.399,False,17.8
10/11/2000,14.31,25.9,30.4,21.1,69,0.0,0.395,False,15.98666666666667
11/11/2000,13.09,24.5,30.5,18.5,60,0.0,0.39,False,14.433333333333332
12/11/2000,13.89,23.1,30.2,16.6,61,0.0,0.386,False,13.763333333333335
13/11/2000,14.35,23.5,28.0,19.8,64,0.32,0.385,False,13.776666666666666
14/11/2000,13.26,24.3,29.6,20.9,86,6.26,0.39,False,13.833333333333334
15/11/2000,11.94,24.8,29.0,18.9,75,0.0,0.385,False,13.183333333333332
16/11/2000,11.45,23.1,28.5,17.3,62,0.0,0.379,False,12.216666666666667
17/11/2000,15.52,18.5,19.0,18.2,87,7.24,0.388,False,12.969999999999999
18/11/2000,15.11,22.2,27.7,18.5,82,0.0,0.383,False,14.026666666666666
19/11/2000,13.59,26.2,31.5,22.1,74,0.43,0.379,False,14.74
20/11/2000,12.52,26.7,31.6,22.3,70,0.0,0.376,False,13.74
21/11/2000,11.42,25.5,30.2,22.5,71,0.0,0.372,False,12.51
22/11/2000,10.3,25.6,28.5,23.1,77,0.0,0.372,False,11.413333333333332
23/11/2000,9.4,26.7,31.2,23.9,74,0.43,0.369,False,10.373333333333335
24/11/2000,13.19,26.2,30.2,23.7,76,0.0,0.366,False,10.963333333333333
25/11/2000,13.19,26.8,31.2,23.6,70,0.0,0.36,False,11.926666666666668
